date,country,location,number,description,line
"October 2, 2016",Syria,Dayr Az Zawr,1,strike destroyed four oil well heads and four oil tanker trucks.,"- Near Dayr Az Zawr, one strike destroyed four oil well heads and four oil tanker trucks."
"October 2, 2016",Syria,Manbij,5,strikes engaged four ISIL tactical units and destroyed three fighting positions and a vehicle.,"- Near Manbij, five strikes engaged four ISIL tactical units and destroyed three fighting positions and a vehicle."
"October 2, 2016",Syria,Mar’a,2,strikes engaged two ISIL tactical units and destroyed four fighting positions and a vehicle.,"- Near Mar’a, two strikes engaged two ISIL tactical units and destroyed four fighting positions and a vehicle."
"October 2, 2016",Iraq,Al Huwayjah,1,strike destroyed an ISIL modular oil refinery.,"- Near Al Huwayjah, one strike destroyed an ISIL modular oil refinery."
"October 2, 2016",Iraq,Al Qaim,1,strike destroyed an ISIL homemade explosives cache.,"- Near Al Qaim, one strike destroyed an ISIL homemade explosives cache."
"October 2, 2016",Iraq,Bayji,1,strike engaged an ISIL tactical unit and destroyed a mortar system and a supply cache.,"- Near Bayji, one strike engaged an ISIL tactical unit and destroyed a mortar system and a supply cache."
"October 2, 2016",Iraq,Hit,1,strike destroyed a mortar system and a weapons cache.,"- Near Hit, one strike destroyed a mortar system and a weapons cache."
"October 2, 2016",Iraq,Kisik,1,strike engaged an ISIL tactical unit and destroyed a staging area.,"- Near Kisik, one strike engaged an ISIL tactical unit and destroyed a staging area."
"October 2, 2016",Iraq,Mosul,2,"strikes destroyed two ISIL tactical units and destroyed six ISIL-held buildings, four tunnel entrances, and a command and control node.","- Near Mosul, two strikes destroyed two ISIL tactical units and destroyed six ISIL-held buildings, four tunnel entrances, and a command and control node."
"October 2, 2016",Iraq,Ramadi,1,strike engaged an ISIL tactical unit and destroyed an ISIL-held building.,"- Near Ramadi, one strike engaged an ISIL tactical unit and destroyed an ISIL-held building."
"October 2, 2016",Iraq,Tal Afar,1,strike engaged an ISIL tactical unit; destroyed a mortar system; and suppressed a mortar firing position.,"- Near Tal Afar, one strike engaged an ISIL tactical unit; destroyed a mortar system; and suppressed a mortar firing position."
"October 1, 2016",Syria,Abu Kamal,3,"strikes destroyed six oil tanker trucks, two vehicles, and an oil pump jack and damaged a vehicle and another oil tanker truck.","- Near Abu Kamal, three strikes destroyed six oil tanker trucks, two vehicles, and an oil pump jack and damaged a vehicle and another oil tanker truck."
"October 1, 2016",Syria,Ar Raqqah,2,"strikes destroyed three oil tanker trucks, two oil pump jacks, a bulldozer, and an oil well head.","- Near Ar Raqqah, two strikes destroyed three oil tanker trucks, two oil pump jacks, a bulldozer, and an oil well head."
"October 1, 2016",Syria,Dayr Az Zawr,1,strike destroyed 24 oil tanker trucks and two oil well heads.,"- Near Dayr Az Zawr, one strike destroyed 24 oil tanker trucks and two oil well heads."
"October 1, 2016",Syria,Manbij,3,"strikes engaged three ISIL tactical units and destroyed two fighting positions, a command and control node, a mortar system, and a vehicle.","- Near Manbij, three strikes engaged three ISIL tactical units and destroyed two fighting positions, a command and control node, a mortar system, and a vehicle."
"October 1, 2016",Syria,Mar’a,2,"strikes engaged two ISIL tactical units and destroyed a vehicle, a command and control node, a fighting position, and a heavy machine gun.","- Near Mar’a, two strikes engaged two ISIL tactical units and destroyed a vehicle, a command and control node, a fighting position, and a heavy machine gun."
"October 1, 2016",Syria,Washiyah,1,strike engaged an ISIL tactical unit and destroyed two vehicles.,"- Near Washiyah, one strike engaged an ISIL tactical unit and destroyed two vehicles."
"October 1, 2016",Iraq,Al Qaim,1,strike engaged an ISIL tactical unit and destroyed a vehicle.,"- Near Al Qaim, one strike engaged an ISIL tactical unit and destroyed a vehicle."
"October 1, 2016",Iraq,Hit,1,strike destroyed an ISIL vehicle.,"- Near Hit, one strike destroyed an ISIL vehicle."
"October 1, 2016",Iraq,Mosul,6,"strikes engaged three ISIL tactical units and destroyed four ISIL-held buildings, two vehicles, two front-end loaders, two weapons caches and three tunnels entrances.","- Near Mosul, six strikes engaged three ISIL tactical units and destroyed four ISIL-held buildings, two vehicles, two front-end loaders, two weapons caches and three tunnels entrances."
"October 1, 2016",Iraq,Ramadi,2,strikes engaged an ISIL tactical unit and destroyed an ISIL-held building and a weapons cache.,"- Near Ramadi, two strikes engaged an ISIL tactical unit and destroyed an ISIL-held building and a weapons cache."
"October 1, 2016",Iraq,Sultan Abdallah,1,strike engaged an ISIL tactical unit and destroyed three vehicles.,"- Near Sultan Abdallah, one strike engaged an ISIL tactical unit and destroyed three vehicles."
"September 30, 2016",Syria,Abu Kamal,1,strike disabled a bridge along an ISIL supply route.,"- Near Abu Kamal, one strike disabled a bridge along an ISIL supply route."
"September 30, 2016",Syria,Ar Raqqah,3,"strikes destroyed five ISIL oil pump jacks, three oil tanker trucks, and an oil well head.","- Near Ar Raqqah, three strikes destroyed five ISIL oil pump jacks, three oil tanker trucks, and an oil well head."
"September 30, 2016",Syria,Dayr Az Zawr,4,strikes damaged four ISIL supply routes and disabled a bridge along an ISIL supply route.,"- Near Dayr Az Zawr, four strikes damaged four ISIL supply routes and disabled a bridge along an ISIL supply route."
"September 30, 2016",Syria,Manbij,3,"strikes engaged an ISIL tactical unit and destroyed two VBIED facilities, a VBIED, a logistics node, and a fighting position.","- Near Manbij, three strikes engaged an ISIL tactical unit and destroyed two VBIED facilities, a VBIED, a logistics node, and a fighting position."
"September 30, 2016",Syria,Mar’a,5,"strikes engaged an ISIL tactical unit and destroyed three VBIEDs, three fighting positions, and a weapons cache.","- Near Mar’a, five strikes engaged an ISIL tactical unit and destroyed three VBIEDs, three fighting positions, and a weapons cache."
"September 30, 2016",Syria,Washiyah,1,strike destroyed an ISIL VBIED factory.,"- Near Washiyah, one strike destroyed an ISIL VBIED factory."
"September 30, 2016",Iraq,Al Qaim,1,strike destroyed an ISIL heavy machine gun cache.,"- Near Al Qaim, one strike destroyed an ISIL heavy machine gun cache."
"September 30, 2016",Iraq,Bashir,1,strike engaged an ISIL tactical unit and two staging areas and destroyed an excavator.,"- Near Bashir, one strike engaged an ISIL tactical unit and two staging areas and destroyed an excavator."
"September 30, 2016",Iraq,Mosul,3,"strikes engaged three ISIL tactical units; destroyed six ISIL-held buildings, two compounds, and a vehicle; damaged a tunnel; and suppressed a mortar system.","- Near Mosul, three strikes engaged three ISIL tactical units; destroyed six ISIL-held buildings, two compounds, and a vehicle; damaged a tunnel; and suppressed a mortar system."
"September 30, 2016",Iraq,Ramadi,1,"strike engaged an ISIL tactical unit; destroyed two fighting positions, two buildings, and an artillery system; damaged a trench system; and suppressed a tactical unit.","- Near Ramadi, one strike engaged an ISIL tactical unit; destroyed two fighting positions, two buildings, and an artillery system; damaged a trench system; and suppressed a tactical unit."
"September 30, 2016",Iraq,Tal Afar,1,strike destroyed an ISIL vehicle.,"- Near Tal Afar, one strike destroyed an ISIL vehicle."
"September 29, 2016",Syria,Abu Kamal,2,"strikes destroyed two ISIL oil tanker trucks, an oil well head, and a pump jack and damaged three supply routes.","- Near Abu Kamal, two strikes destroyed two ISIL oil tanker trucks, an oil well head, and a pump jack and damaged three supply routes."
"September 29, 2016",Syria,Ar Raqqah,1,strike destroyed two ISIL oil well heads.,"- Near Ar Raqqah, one strike destroyed two ISIL oil well heads."
"September 29, 2016",Syria,Dayr Az Zawr,1,strike destroyed an oil tanker truck.,"- Near Dayr Az Zawr, one strike destroyed an oil tanker truck."
"September 29, 2016",Syria,Manbij,1,strike engaged an ISIL tactical unit.,"- Near Manbij, one strike engaged an ISIL tactical unit."
"September 29, 2016",Syria,Mar’a,3,"strikes engaged an ISIL tactical unit and destroyed an IED, a fighting position, and a mortar system.","- Near Mar’a, three strikes engaged an ISIL tactical unit and destroyed an IED, a fighting position, and a mortar system."
"September 29, 2016",Iraq,Al Qaim,1,strike destroyed an ISIL VBIED facility.,"- Near Al Qaim, one strike destroyed an ISIL VBIED facility."
"September 29, 2016",Iraq,Bayji,1,strike engaged an ISIL tactical unit and destroyed a fighting position.,"- Near Bayji, one strike engaged an ISIL tactical unit and destroyed a fighting position."
"September 29, 2016",Iraq,Haditha,1,strike engaged an ISIL tactical unit.,"- Near Haditha, one strike engaged an ISIL tactical unit."
"September 29, 2016",Iraq,Kisik,2,strikes destroyed an ISIL fighting position and suppressed two ISIL mortar firing positions.,"- Near Kisik, two strikes destroyed an ISIL fighting position and suppressed two ISIL mortar firing positions."
"September 29, 2016",Iraq,Mosul,4,"strikes engaged two ISIL tactical units and destroyed a front-end loader, a weapons cache, and a vehicle.","- Near Mosul, four strikes engaged two ISIL tactical units and destroyed a front-end loader, a weapons cache, and a vehicle."
"September 29, 2016",Iraq,Ramadi,1,strike engaged an ISIL tactical unit and destroyed a vehicle and two trench systems.,"- Near Ramadi, one strike engaged an ISIL tactical unit and destroyed a vehicle and two trench systems."
"September 26, 2016",Syria,Abu Kamal,1,strike destroyed five ISIL oil tanker trucks and two oil well heads.,"- Near Abu Kamal, one strike destroyed five ISIL oil tanker trucks and two oil well heads."
"September 26, 2016",Syria,Ayn Isa,1,strike engaged an ISIL tactical unit and destroyed a vehicle.,"- Near Ayn Isa, one strike engaged an ISIL tactical unit and destroyed a vehicle."
"September 26, 2016",Syria,Dayr Az Zawr,2,strikes destroyed nine oil well heads and an oil tanker truck.,"- Near Dayr Az Zawr, two strikes destroyed nine oil well heads and an oil tanker truck."
"September 26, 2016",Syria,Manbij,3,strikes engaged two ISIL tactical units and destroyed four fighting positions and a tank.,"- Near Manbij, three strikes engaged two ISIL tactical units and destroyed four fighting positions and a tank."
"September 26, 2016",Syria,Mar’a,3,strikes engaged three ISIL tactical units and destroyed two fighting positions and a mortar system.,"- Near Mar’a, three strikes engaged three ISIL tactical units and destroyed two fighting positions and a mortar system."
"September 26, 2016",Iraq,Al Huwayjah,2,strikes engaged two ISIL tactical units.,"- Near Al Huwayjah, two strikes engaged two ISIL tactical units."
"September 26, 2016",Iraq,Haditha,1,strike engaged an ISIL tactical unit and destroyed an ISIL-held building.,"- Near Haditha, one strike engaged an ISIL tactical unit and destroyed an ISIL-held building."
"September 26, 2016",Iraq,Hit,1,strike engaged an ISIL tactical unit and a staging area and destroyed three ISIL-held buildings.,"- Near Hit, one strike engaged an ISIL tactical unit and a staging area and destroyed three ISIL-held buildings."
"September 26, 2016",Iraq,Kisik,2,"strikes engaged an ISIL tactical unit and destroyed a vehicle, a tunnel, and a watercraft.","- Near Kisik, two strikes engaged an ISIL tactical unit and destroyed a vehicle, a tunnel, and a watercraft."
"September 26, 2016",Iraq,Mosul,4,"strikes engaged two ISIL tactical units; destroyed two weapon caches, two fighting positions, and two tunnels; and suppressed a mortar system.","- Near Mosul, four strikes engaged two ISIL tactical units; destroyed two weapon caches, two fighting positions, and two tunnels; and suppressed a mortar system."
"September 26, 2016",Iraq,Qayyarah,4,"strikes engaged two ISIL tactical units and destroyed three rocket rails, three vehicles, two mortar systems, a rocket system, a fighting position, and a weapons cache.","- Near Qayyarah, four strikes engaged two ISIL tactical units and destroyed three rocket rails, three vehicles, two mortar systems, a rocket system, a fighting position, and a weapons cache."
"September 26, 2016",Iraq,Ramadi,1,strike destroyed two ISIL machine guns.,"- Near Ramadi, one strike destroyed two ISIL machine guns."
"September 26, 2016",Iraq,Sultan Abdallah,1,strike destroyed two ISIL vehicles and an ISIL-held building.,"- Near Sultan Abdallah, one strike destroyed two ISIL vehicles and an ISIL-held building."
"September 26, 2016",Iraq,Tal Afar,1,strike engaged an ISIL tactical unit and destroyed a vehicle.,"- Near Tal Afar, one strike engaged an ISIL tactical unit and destroyed a vehicle."
"September 25, 2016",Syria,Abu Kamal,2,strikes destroyed seven oil tanker trucks.,"- Near Abu Kamal, two strikes destroyed seven oil tanker trucks."
